show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,full_text,clean_text
s29,Movie,Dark Skies,Scott Stewart,"Keri Russell, Josh Hamilton, J.K. Simmons, Dakota Goyo, Kadan Rockett, L.J. Benet, Rich Hutchman, Myndy Crist, Annie Thurman, Jake Brennan",United States,"September 19, 2021",2013,PG-13,97 min,"Horror Movies, Sci-Fi & Fantasy","A family’s idyllic suburban life shatters when an alien force invades their home, and as they struggle to convince others of the deadly threat.","Movie. Dark Skies. Scott Stewart. Keri Russell, Josh Hamilton, J.K. Simmons, Dakota Goyo, Kadan Rockett, L.J. Benet, Rich Hutchman, Myndy Crist, Annie Thurman, Jake Brennan. United States. September 19, 2021. 97 min. 97 min. Horror Movies, Sci-Fi & Fantasy. A family’s idyllic suburban life shatters when an alien force invades their home, and as they struggle to convince others of the deadly threat.",movie dark sky scott stewart keri russell josh hamilton j k simmons dakota goyo kadan rockett l j benet rich hutchman myndy crist annie thurman jake brennan united states september min min horror movie sci fi fantasy familys idyllic suburban life shatter alien force invade home struggle convince deadly threat
s30,Movie,Paranoia,Robert Luketic,"Liam Hemsworth, Gary Oldman, Amber Heard, Harrison Ford, Lucas Till, Embeth Davidtz, Julian McMahon, Josh Holloway, Richard Dreyfuss, Angela Sarafyan","United States, India, France","September 19, 2021",2013,PG-13,106 min,Thrillers,"Blackmailed by his company's CEO, a low-level employee finds himself forced to spy on the boss's rival and former mentor.","Movie. Paranoia. Robert Luketic. Liam Hemsworth, Gary Oldman, Amber Heard, Harrison Ford, Lucas Till, Embeth Davidtz, Julian McMahon, Josh Holloway, Richard Dreyfuss, Angela Sarafyan. United States, India, France. September 19, 2021. 106 min. 106 min. Thrillers. Blackmailed by his company's CEO, a low-level employee finds himself forced to spy on the boss's rival and former mentor.",movie paranoia robert luketic liam hemsworth gary oldman amber hear harrison ford lucas till embeth davidtz julian mcmahon josh holloway richard dreyfuss angela sarafyan united states india france september min min thriller blackmail companys ceo low level employee find force spy bosss rival former mentor
s31,Movie,Ankahi Kahaniya,"Ashwiny Iyer Tiwari, Abhishek Chaubey, Saket Chaudhary","Abhishek Banerjee, Rinku Rajguru, Delzad Hiwale, Kunal Kapoor, Zoya Hussain, Nikhil Dwivedi, Palomi Ghosh",,"September 17, 2021",2021,TV-14,111 min,"Dramas, Independent Movies, International Movies","As big city life buzzes around them, lonely souls discover surprising sources of connection and companionship in three tales of love, loss and longing.","Movie. Ankahi Kahaniya. Ashwiny Iyer Tiwari, Abhishek Chaubey, Saket Chaudhary. Abhishek Banerjee, Rinku Rajguru, Delzad Hiwale, Kunal Kapoor, Zoya Hussain, Nikhil Dwivedi, Palomi Ghosh. nan. September 17, 2021. 111 min. 111 min. Dramas, Independent Movies, International Movies. As big city life buzzes around them, lonely souls discover surprising sources of connection and companionship in three tales of love, loss and longing.",movie ankahi kahaniya ashwiny iyer tiwari abhishek chaubey saket chaudhary abhishek banerjee rinku rajguru delzad hiwale kunal kapoor zoya hussain nikhil dwivedi palomi ghosh september min min dramas independent movie international movie big city life buzz around lonely soul discover surprising source connection companionship three tale love loss longing
s32,TV Show,Chicago Party Aunt,,"Lauren Ash, Rory O'Malley, RuPaul Charles, Jill Talley, Ike Barinholtz, Jon Barinholtz, Matthew Craig, Bob Odenkirk, Mike Hagerty, Katie Rich, Chris Witaske",,"September 17, 2021",2021,TV-MA,1 Season,TV Comedies,Chicago Party Aunt Diane is an idolized troublemaker with a talent for avoiding adulthood — and a soft spot for her soul-searching nephew.,"TV Show. Chicago Party Aunt. nan. Lauren Ash, Rory O'Malley, RuPaul Charles, Jill Talley, Ike Barinholtz, Jon Barinholtz, Matthew Craig, Bob Odenkirk, Mike Hagerty, Katie Rich, Chris Witaske. nan. September 17, 2021. 1 Season. 1 Season. TV Comedies. Chicago Party Aunt Diane is an idolized troublemaker with a talent for avoiding adulthood — and a soft spot for her soul-searching nephew.",tv show chicago party aunt lauren ash rory omalley rupaul charles jill talley ike barinholtz jon barinholtz matthew craig bob odenkirk mike hagerty katie rich chris witaske september season season tv comedy chicago party aunt diane idolized troublemaker talent avoid adulthood soft spot soul search nephew
s33,TV Show,Sex Education,,"Asa Butterfield, Gillian Anderson, Ncuti Gatwa, Emma Mackey, Connor Swindells, Kedar Williams-Stirling, Alistair Petrie",United Kingdom,"September 17, 2021",2020,TV-MA,3 Seasons,"British TV Shows, International TV Shows, TV Comedies","Insecure Otis has all the answers when it comes to sex advice, thanks to his therapist mom. So rebel Maeve proposes a school sex-therapy clinic.","TV Show. Sex Education. nan. Asa Butterfield, Gillian Anderson, Ncuti Gatwa, Emma Mackey, Connor Swindells, Kedar Williams-Stirling, Alistair Petrie. United Kingdom. September 17, 2021. 3 Seasons. 3 Seasons. British TV Shows, International TV Shows, TV Comedies. Insecure Otis has all the answers when it comes to sex advice, thanks to his therapist mom. So rebel Maeve proposes a school sex-therapy clinic.",tv show sex education asa butterfield gillian anderson ncuti gatwa emma mackey connor swindell kedar williams stirling alistair petrie united kingdom september season season british tv show international tv show tv comedy insecure otis answer come sex advice thank therapist mom rebel maeve propose school sex therapy clinic
s34,TV Show,Squid Game,,"Lee Jung-jae, Park Hae-soo, Wi Ha-jun, Oh Young-soo, Jung Ho-yeon, Heo Sung-tae, Kim Joo-ryoung, Tripathi Anupam, You Seong-joo, Lee You-mi",,"September 17, 2021",2021,TV-MA,1 Season,"International TV Shows, TV Dramas, TV Thrillers","Hundreds of cash-strapped players accept a strange invitation to compete in children's games. Inside, a tempting prize awaits — with deadly high stakes.","TV Show. Squid Game. nan. Lee Jung-jae, Park Hae-soo, Wi Ha-jun, Oh Young-soo, Jung Ho-yeon, Heo Sung-tae, Kim Joo-ryoung, Tripathi Anupam, You Seong-joo, Lee You-mi. nan. September 17, 2021. 1 Season. 1 Season. International TV Shows, TV Dramas, TV Thrillers. Hundreds of cash-strapped players accept a strange invitation to compete in children's games. Inside, a tempting prize awaits — with deadly high stakes.",tv show squid game lee jung jae park hae soo wi ha jun oh young soo jung ho yeon heo sung tae kim joo ryoung tripathi anupam seong joo lee mi september season season international tv show tv drama tv thriller hundred cash strap player accept strange invitation compete childrens game inside tempting prize await deadly high stake
s35,TV Show,Tayo and Little Wizards,,"Dami Lee, Jason Lee, Bommie Catherine Han, Jennifer Waescher, Nancy Kim",,"September 17, 2021",2020,TV-Y7,1 Season,Kids' TV,Tayo speeds into an adventure when his friends get kidnapped by evil magicians invading their city in search of a magical gemstone.,"TV Show. Tayo and Little Wizards. nan. Dami Lee, Jason Lee, Bommie Catherine Han, Jennifer Waescher, Nancy Kim. nan. September 17, 2021. 1 Season. 1 Season. Kids' TV. Tayo speeds into an adventure when his friends get kidnapped by evil magicians invading their city in search of a magical gemstone.",tv show tayo little wizard dami lee jason lee bommie catherine han jennifer waescher nancy kim september season season kids tv tayo speed adventure friend get kidnap evil magician invade city search magical gemstone
s36,Movie,The Father Who Moves Mountains,Daniel Sandu,"Adrian Titieni, Elena Purea, Judith State, Valeriu Andriuță, Tudor Smoleanu, Virgil Aioanei, Radu Botar, Petronela Grigorescu, Bogdan Nechifor, Cristian Bota",,"September 17, 2021",2021,TV-MA,110 min,"Dramas, International Movies, Thrillers","When his son goes missing during a snowy hike in the mountains, a retired intelligence officer will stop at nothing — and risk everything — to find him.","Movie. The Father Who Moves Mountains. Daniel Sandu. Adrian Titieni, Elena Purea, Judith State, Valeriu Andriuță, Tudor Smoleanu, Virgil Aioanei, Radu Botar, Petronela Grigorescu, Bogdan Nechifor, Cristian Bota. nan. September 17, 2021. 110 min. 110 min. Dramas, International Movies, Thrillers. When his son goes missing during a snowy hike in the mountains, a retired intelligence officer will stop at nothing — and risk everything — to find him.",movie father move mountain daniel sandu adrian titieni elena purea judith state valeriu andriuta tudor smoleanu virgil aioanei radu botar petronela grigorescu bogdan nechifor cristian bota september min min dramas international movie thriller son go miss snowy hike mountain retire intelligence officer stop nothing risk everything find
s37,Movie,The Stronghold,Cédric Jimenez,"Gilles Lellouche, Karim Leklou, François Civil, Adèle Exarchopoulos, Kenza Fortas, Cyril Lecomte, Michaël Abiteboul, Idir Azougli, Vincent Darmuzey, Jean-Yves Berteloot",,"September 17, 2021",2021,TV-MA,105 min,"Action & Adventure, Dramas, International Movies","Tired of the small-time grind, three Marseille cops get a chance to bust a major drug network. But lines blur when a key informant makes a big ask.","Movie. The Stronghold. Cédric Jimenez. Gilles Lellouche, Karim Leklou, François Civil, Adèle Exarchopoulos, Kenza Fortas, Cyril Lecomte, Michaël Abiteboul, Idir Azougli, Vincent Darmuzey, Jean-Yves Berteloot. nan. September 17, 2021. 105 min. 105 min. Action & Adventure, Dramas, International Movies. Tired of the small-time grind, three Marseille cops get a chance to bust a major drug network. But lines blur when a key informant makes a big ask.",movie stronghold cedric jimenez gille lellouche karim leklou francois civil adele exarchopoulos kenza fortas cyril lecomte michael abiteboul idir azougli vincent darmuzey jean yves berteloot september min min action adventure drama international movie tired small time grind three marseille cop get chance bust major drug network line blur key informant make big ask
s38,TV Show,Angry Birds,,"Antti Pääkkönen, Heljä Heikkinen, Lynne Guaglione, Pasi Ruohonen, Rauno Ahonen",Finland,"September 16, 2021",2018,TV-Y7,1 Season,"Kids' TV, TV Comedies","Birds Red, Chuck and their feathered friends have lots of adventures while guarding eggs in their nest that pesky pigs keep trying to steal.","TV Show. Angry Birds. nan. Antti Pääkkönen, Heljä Heikkinen, Lynne Guaglione, Pasi Ruohonen, Rauno Ahonen. Finland. September 16, 2021. 1 Season. 1 Season. Kids' TV, TV Comedies. Birds Red, Chuck and their feathered friends have lots of adventures while guarding eggs in their nest that pesky pigs keep trying to steal.",tv show angry bird antti paakkonen helja heikkinen lynne guaglione pasi ruohonen rauno ahonen finland september season season kids tv tv comedy bird red chuck feather friend lot adventure guard egg nest pesky pig keep try steal
s39,Movie,Birth of the Dragon,George Nolfi,"Billy Magnussen, Ron Yuan, Qu Jingjing, Terry Chen, Vanness Wu, Jin Xing, Philip Ng, Xia Yu, Yu Xia","China, Canada, United States","September 16, 2021",2017,PG-13,96 min,"Action & Adventure, Dramas","A young Bruce Lee angers kung fu traditionalists by teaching outsiders, leading to a showdown with a Shaolin master in this film based on real events.","Movie. Birth of the Dragon. George Nolfi. Billy Magnussen, Ron Yuan, Qu Jingjing, Terry Chen, Vanness Wu, Jin Xing, Philip Ng, Xia Yu, Yu Xia. China, Canada, United States. September 16, 2021. 96 min. 96 min. Action & Adventure, Dramas. A young Bruce Lee angers kung fu traditionalists by teaching outsiders, leading to a showdown with a Shaolin master in this film based on real events.",movie birth dragon george nolfi billy magnussen ron yuan qu jingjing terry chen vanness wu jin xing philip ng xia yu yu xia china canada united states september min min action adventure drama young bruce lee angers kung fu traditionalist teach outsider lead showdown shaolin master film base real event
s40,TV Show,Chhota Bheem,,"Vatsal Dubey, Julie Tejwani, Rupa Bhimani, Jigna Bhardwaj, Rajesh Kava, Mousam, Swapnil",India,"September 16, 2021",2021,TV-Y7,3 Seasons,Kids' TV,"A brave, energetic little boy with superhuman powers leads his friends on exciting adventures to guard their fellow Dholakpur villagers from evil.","TV Show. Chhota Bheem. nan. Vatsal Dubey, Julie Tejwani, Rupa Bhimani, Jigna Bhardwaj, Rajesh Kava, Mousam, Swapnil. India. September 16, 2021. 3 Seasons. 3 Seasons. Kids' TV. A brave, energetic little boy with superhuman powers leads his friends on exciting adventures to guard their fellow Dholakpur villagers from evil.",tv show chhota bheem vatsal dubey julie tejwani rupa bhimani jigna bhardwaj rajesh kava mousam swapnil india september season season kid tv brave energetic little boy superhuman power lead friend exciting adventure guard fellow dholakpur villager evil
s41,TV Show,He-Man and the Masters of the Universe,,"Yuri Lowenthal, Kimberly Brooks, Antony Del Rio, Trevor Devall, Ben Diskin, Grey Griffin, David Kaye, Tom Kenny, Judy Alice Lee, Roger Craig Smith, Fred Tatasciore",United States,"September 16, 2021",2021,TV-Y7,1 Season,"Kids' TV, TV Sci-Fi & Fantasy",Mighty teen Adam and his heroic squad of misfits discover the legendary power of Grayskull — and their destiny to defend Eternia from sinister Skeletor.,"TV Show. He-Man and the Masters of the Universe. nan. Yuri Lowenthal, Kimberly Brooks, Antony Del Rio, Trevor Devall, Ben Diskin, Grey Griffin, David Kaye, Tom Kenny, Judy Alice Lee, Roger Craig Smith, Fred Tatasciore. United States. September 16, 2021. 1 Season. 1 Season. Kids' TV, TV Sci-Fi & Fantasy. Mighty teen Adam and his heroic squad of misfits discover the legendary power of Grayskull — and their destiny to defend Eternia from sinister Skeletor.",tv show man master universe yuri lowenthal kimberly brooks antony del rio trevor devall ben diskin grey griffin david kaye tom kenny judy alice lee roger craig smith fre tatasciore united states september season season kids tv tv sci fi fantasy mighty teen adam heroic squad misfit discover legendary power grayskull destiny defend eternia sinister skeletor
